Timestamp,UID,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
14-01-24 10:30,3871,L51050,1,302.7,311.8,1461,46.1,10,0,0,0,0,0,0
14-01-24 10:35,3872,M18731,2,302.7,311.8,1728,30,12,0,0,0,0,0,0
14-01-24 10:40,3873,L51052,1,302.7,311.9,1389,46.5,15,0,0,0,0,0,0
14-01-24 10:45,3874,L51053,1,302.6,311.8,1638,35.1,17,0,0,0,0,0,0
14-01-24 10:50,3875,L51054,1,302.6,311.7,1254,54.1,19,0,0,0,0,0,0
14-01-24 10:55,3876,L51055,1,302.6,311.8,1427,50.1,21,0,0,0,0,0,0
14-01-24 11:00,3877,L51056,1,302.6,311.8,1627,31.8,23,0,0,0,0,0,0
14-01-24 11:05,3878,H33291,3,302.6,311.7,1471,48.3,25,0,0,0,0,0,0
14-01-24 11:10,3879,L51058,1,302.6,311.7,1773,27.1,30,0,0,0,0,0,0
14-01-24 11:15,3880,M18739,2,302.6,311.7,1430,51.7,32,0,0,0,0,0,0
14-01-24 11:20,3881,L51060,1,302.5,311.6,1595,29.5,35,0,0,0,0,0,0
14-01-24 11:25,3882,L51061,1,302.5,311.5,1521,44.1,37,0,0,0,0,0,0
14-01-24 11:30,3883,L51062,1,302.5,311.6,1419,43.7,39,0,0,0,0,0,0
14-01-24 11:35,3884,M18743,2,302.4,311.4,1534,40.1,41,0,0,0,0,0,0
14-01-24 11:40,3885,H33298,3,302.5,311.5,1626,36,44,0,0,0,0,0,0
14-01-24 11:45,3886,L51065,1,302.5,311.5,1677,29.2,49,0,0,0,0,0,0
14-01-24 11:50,3887,L51066,1,302.4,311.3,1392,50.5,51,0,0,0,0,0,0
14-01-24 11:55,3888,L51067,1,302.4,311.2,1448,50.5,53,0,0,0,0,0,0
14-01-24 12:00,3889,L51068,1,302.3,311.2,1903,22.9,55,0,0,0,0,0,0
14-01-24 12:05,3890,L51069,1,302.4,311.2,1404,52,57,0,0,0,0,0,0
14-01-24 12:10,3891,L51070,1,302.3,311.2,1386,53.5,59,0,0,0,0,0,0
14-01-24 12:15,3892,L51071,1,302.2,311.1,1418,47,61,0,0,0,0,0,0
14-01-24 12:20,3893,M18752,2,302.3,311.1,1338,53.3,63,0,0,0,0,0,0
14-01-24 12:25,3894,L51073,1,302.3,311.2,1549,40.6,66,0,0,0,0,0,0
14-01-24 12:30,3895,M18754,2,302.3,311.2,1432,42.7,68,0,0,0,0,0,0
14-01-24 12:35,3896,M18755,2,302.3,311.2,1546,40,71,0,0,0,0,0,0
14-01-24 12:40,3897,M18756,2,302.2,311.2,1627,33.2,74,0,0,0,0,0,0
14-01-24 12:45,3898,M18757,2,302.2,311.1,1640,32.8,77,0,0,0,0,0,0
14-01-24 12:50,3899,M18758,2,302.1,311.1,1423,36.8,80,0,0,0,0,0,0
14-01-24 12:55,3900,M18759,2,302.1,311,1711,28.7,83,0,0,0,0,0,0
14-01-24 13:00,3901,M18760,2,302.1,311.1,1450,51.6,86,0,0,0,0,0,0
14-01-24 13:05,3902,H33315,3,302.2,311.1,1553,34.1,89,0,0,0,0,0,0
14-01-24 13:10,3903,L51082,1,302.2,311.1,1630,34.6,94,0,0,0,0,0,0
14-01-24 13:15,3904,H33317,3,302.2,311.1,1476,39.6,96,0,0,0,0,0,0
14-01-24 13:20,3905,H33318,3,302.2,311.1,1426,50.6,101,0,0,0,0,0,0
14-01-24 13:25,3906,M18765,2,302.2,311.2,1561,34.9,106,0,0,0,0,0,0
14-01-24 13:30,3907,L51086,1,302.3,311.2,1297,62.5,109,0,0,0,0,0,0
14-01-24 13:35,3908,M18767,2,302.3,311.2,1842,23.9,111,0,0,0,0,0,0
14-01-24 13:40,3909,L51088,1,302.3,311.2,1633,36.4,114,0,0,0,0,0,0
14-01-24 13:45,3910,H33323,3,302.3,311.3,1744,30.3,116,0,0,0,0,0,0
14-01-24 13:50,3911,L51090,1,302.4,311.4,1831,26.9,121,0,0,0,0,0,0
14-01-24 13:55,3912,M18771,2,302.3,311.3,1339,50.8,123,0,0,0,0,0,0
14-01-24 14:00,3913,L51092,1,302.4,311.4,1475,40.4,126,0,0,0,0,0,0
14-01-24 14:05,3914,M18773,2,302.4,311.4,1675,29.6,128,0,0,0,0,0,0
14-01-24 14:10,3915,L51094,1,302.5,311.5,1493,35.1,131,0,0,0,0,0,0
14-01-24 14:15,3916,L51095,1,302.5,311.5,1700,29.5,133,0,0,0,0,0,0
14-01-24 14:20,3917,L51096,1,302.6,311.6,1453,37,135,0,0,0,0,0,0
14-01-24 14:25,3918,L51097,1,302.6,311.7,1542,34.1,137,0,0,0,0,0,0
14-01-24 14:30,3919,M18778,2,302.5,311.5,1358,52.7,139,0,0,0,0,0,0
14-01-24 14:35,3920,H33333,3,302.5,311.5,1655,32.3,142,0,0,0,0,0,0
14-01-24 14:40,3921,L51100,1,302.6,311.5,1885,27.5,147,0,0,0,0,0,0
14-01-24 14:45,3922,L51101,1,302.7,311.5,1494,41.4,149,0,0,0,0,0,0
14-01-24 14:50,3923,M18782,2,302.6,311.4,1757,29.5,151,0,0,0,0,0,0
14-01-24 14:55,3924,M18783,2,302.6,311.4,1718,31.2,154,0,0,0,0,0,0
14-01-24 15:00,3925,M18784,2,302.5,311.4,1636,35,157,0,0,0,0,0,0
14-01-24 15:05,3926,L51105,1,302.6,311.6,1638,29.6,160,0,0,0,0,0,0
14-01-24 15:10,3927,L51106,1,302.6,311.5,1609,36,162,0,0,0,0,0,0
14-01-24 15:15,3928,H33341,3,302.7,311.5,1556,35,164,0,0,0,0,0,0
14-01-24 15:20,3929,L51108,1,302.6,311.5,1442,59.8,169,1,0,0,1,0,0
14-01-24 15:25,3930,M18789,2,302.7,311.6,1501,38.8,171,0,0,0,0,0,0
14-01-24 15:30,3931,M18790,2,302.6,311.6,2041,19.2,174,0,0,0,0,0,0
14-01-24 15:35,3932,M18791,2,302.7,311.7,1784,25.1,177,0,0,0,0,0,0
14-01-24 15:40,3933,L51112,1,302.6,311.6,1953,22.4,180,0,0,0,0,0,0
14-01-24 15:45,3934,L51113,1,302.6,311.6,1576,34.7,182,0,0,0,0,0,0
14-01-24 15:50,3935,M18794,2,302.6,311.6,1518,39,184,0,0,0,0,0,0
14-01-24 15:55,3936,M18795,2,302.6,311.6,1227,68.2,187,1,0,0,0,1,0
14-01-24 16:00,3937,L51116,1,302.5,311.5,1985,18.8,190,0,0,0,0,0,0
14-01-24 16:05,3938,L51117,1,302.5,311.5,1802,26.4,192,0,0,0,0,0,0
14-01-24 16:10,3939,L51118,1,302.5,311.5,1603,32.4,194,0,0,0,0,0,0
14-01-24 16:15,3940,L51119,1,302.5,311.6,1400,54,196,0,0,0,0,0,0
14-01-24 16:20,3941,L51120,1,302.3,311.5,1395,54.2,198,0,0,0,0,0,0
14-01-24 16:25,3942,L51121,1,302.2,311.4,1987,19.9,200,0,0,0,0,0,0
14-01-24 16:30,3943,M18802,2,302.2,311.4,1398,47.2,202,0,0,0,0,0,0
14-01-24 16:35,3944,L51123,1,302.3,311.4,1333,66.7,205,1,0,0,1,1,0
14-01-24 16:40,3945,L51124,1,302.2,311.2,1381,49.4,207,0,0,0,0,0,0
14-01-24 16:45,3946,L51125,1,302.2,311.3,1570,36.1,0,0,0,0,0,0,0
14-01-24 16:50,3947,M18806,2,302.2,311.3,1658,31,2,0,0,0,0,0,0
14-01-24 16:55,3948,H33361,3,302.2,311.3,1749,29.2,5,0,0,0,0,0,0
14-01-24 17:00,3949,M18808,2,302.2,311.3,1510,37.1,10,0,0,0,0,0,0
14-01-24 17:05,3950,L51129,1,302.3,311.5,1384,50.8,13,0,0,0,0,0,0
14-01-24 17:10,3951,L51130,1,302.3,311.4,1570,37.2,15,0,0,0,0,0,0
14-01-24 17:15,3952,M18811,2,302.3,311.4,1571,32.7,17,0,0,0,0,0,0
14-01-24 17:20,3953,L51132,1,302.3,311.4,1476,37.3,20,0,0,0,0,0,0
14-01-24 17:25,3954,M18813,2,302.3,311.4,1484,39.5,22,0,0,0,0,0,0
14-01-24 17:30,3955,M18814,2,302.3,311.4,1909,23.2,25,0,0,0,0,0,0
14-01-24 17:35,3956,L51135,1,302.3,311.5,1448,49.6,28,0,0,0,0,0,0
14-01-24 17:40,3957,M18816,2,302.3,311.4,1500,40.2,30,0,0,0,0,0,0
14-01-24 17:45,3958,L51137,1,302.2,311.4,1510,44.9,33,0,0,0,0,0,0
14-01-24 17:50,3959,L51138,1,302.2,311.3,1378,55.5,35,0,0,0,0,0,0
14-01-24 17:55,3960,M18819,2,302.2,311.4,1538,37.4,37,0,0,0,0,0,0
14-01-24 18:00,3961,L51140,1,302.2,311.4,1390,48.1,40,0,0,0,0,0,0
14-01-24 18:05,3962,M18821,2,302.2,311.4,1642,32.1,42,0,0,0,0,0,0
14-01-24 18:10,3963,L51142,1,302.4,311.5,1785,24.8,45,0,0,0,0,0,0
14-01-24 18:15,3964,H33377,3,302.3,311.5,1526,38.2,47,0,0,0,0,0,0
14-01-24 18:20,3965,M18824,2,302.3,311.6,1668,33.2,52,0,0,0,0,0,0
14-01-24 18:25,3966,L51145,1,302.3,311.5,1507,37.5,55,0,0,0,0,0,0
14-01-24 18:30,3967,L51146,1,302.3,311.5,1530,37.8,57,0,0,0,0,0,0
14-01-24 18:35,3968,M18827,2,302.3,311.4,1479,45.6,59,0,0,0,0,0,0
14-01-24 18:40,3969,M18828,2,302.3,311.4,1418,41.3,62,0,0,0,0,0,0
14-01-24 18:45,3970,L51149,1,302.3,311.4,1504,38.7,65,0,0,0,0,0,0
14-01-24 18:50,3971,M18830,2,302.3,311.4,1345,47.6,67,0,0,0,0,0,0
14-01-24 18:55,3972,H33385,3,302.2,311.4,1625,35.4,70,0,0,0,0,0,0
14-01-24 19:00,3973,L51152,1,302.3,311.4,1511,34.7,75,0,0,0,0,0,0
14-01-24 19:05,3974,L51153,1,302.3,311.4,1535,41.8,77,0,0,0,0,0,0
14-01-24 19:10,3975,L51154,1,302.4,311.5,1505,37.9,79,0,0,0,0,0,0
14-01-24 19:15,3976,H33389,3,302.4,311.5,1540,43.7,81,0,0,0,0,0,0
14-01-24 19:20,3977,H33390,3,302.3,311.4,1372,46,86,0,0,0,0,0,0
14-01-24 19:25,3978,M18837,2,302.2,311.3,1510,36.6,91,0,0,0,0,0,0
14-01-24 19:30,3979,L51158,1,302.2,311.3,1382,46.4,94,0,0,0,0,0,0
14-01-24 19:35,3980,L51159,1,302.3,311.3,1439,41.8,96,0,0,0,0,0,0
14-01-24 19:40,3981,M18840,2,302.2,311.3,1375,47,98,0,0,0,0,0,0
14-01-24 19:45,3982,M18841,2,302.2,311.3,1931,21.9,101,0,0,0,0,0,0
14-01-24 19:50,3983,L51162,1,302.2,311.3,1475,48.6,104,0,0,0,0,0,0
14-01-24 19:55,3984,L51163,1,302.2,311.3,1389,46.9,106,0,0,0,0,0,0
14-01-24 20:00,3985,L51164,1,302.3,311.3,1652,32.8,108,0,0,0,0,0,0
14-01-24 20:05,3986,L51165,1,302.3,311.2,1386,50.3,110,0,0,0,0,0,0
14-01-24 20:10,3987,M18846,2,302.2,311.3,1577,29.8,112,0,0,0,0,0,0
14-01-24 20:15,3988,M18847,2,302.3,311.3,1444,43.1,115,0,0,0,0,0,0
14-01-24 20:20,3989,L51168,1,302.2,311.3,1554,40.2,118,0,0,0,0,0,0
14-01-24 20:25,3990,L51169,1,302.2,311.3,1602,32.8,120,0,0,0,0,0,0
14-01-24 20:30,3991,H33404,3,302.2,311.2,1692,28.2,122,0,0,0,0,0,0
14-01-24 20:35,3992,L51171,1,302.3,311.3,1682,34.4,127,0,0,0,0,0,0
14-01-24 20:40,3993,L51172,1,302.3,311.3,1614,34.1,129,0,0,0,0,0,0
14-01-24 20:45,3994,L51173,1,302.3,311.3,1324,47.8,131,0,0,0,0,0,0
14-01-24 20:50,3995,L51174,1,302.3,311.4,1434,40.3,133,0,0,0,0,0,0
14-01-24 20:55,3996,L51175,1,302.3,311.3,1621,31.6,135,0,0,0,0,0,0
14-01-24 21:00,3997,M18856,2,302.3,311.3,1625,33.1,137,0,0,0,0,0,0
14-01-24 21:05,3998,L51177,1,302.2,311.1,1394,53.7,140,0,0,0,0,0,0
14-01-24 21:10,3999,L51178,1,302.1,311,1586,35.1,142,0,0,0,0,0,0
14-01-24 21:15,4000,L51179,1,302,311,1420,45.9,144,0,0,0,0,0,0
14-01-24 21:20,4001,L51180,1,302.1,311.2,1422,50.3,146,0,0,0,0,0,0
14-01-24 21:25,4002,H33415,3,302.1,311.2,1598,37.9,148,0,0,0,0,0,0
14-01-24 21:30,4003,L51182,1,302.1,311.2,1454,59.2,153,1,0,0,1,0,0
14-01-24 21:35,4004,L51183,1,302.1,311.2,1519,39.3,155,0,0,0,0,0,0
14-01-24 21:40,4005,L51184,1,302,311.1,1373,55.7,157,0,0,0,0,0,0
14-01-24 21:45,4006,M18865,2,302,311.1,1406,48.8,159,0,0,0,0,0,0
14-01-24 21:50,4007,L51186,1,302.1,311.2,1492,45,162,0,0,0,0,0,0
14-01-24 21:55,4008,L51187,1,302.1,311.2,1369,50.8,164,0,0,0,0,0,0
14-01-24 22:00,4009,M18868,2,302.2,311.2,1471,41.9,166,0,0,0,0,0,0
14-01-24 22:05,4010,L51189,1,302.2,311.2,1630,36,169,0,0,0,0,0,0
14-01-24 22:10,4011,M18870,2,302.1,311.1,1605,37.6,171,0,0,0,0,0,0
14-01-24 22:15,4012,L51191,1,302.2,311.1,1447,52.1,174,0,0,0,0,0,0
14-01-24 22:20,4013,M18872,2,302.2,311.2,1360,52.8,176,0,0,0,0,0,0
14-01-24 22:25,4014,M18873,2,302.2,311.1,1728,34,179,0,0,0,0,0,0
14-01-24 22:30,4015,L51194,1,302.1,311,1740,30.8,182,0,0,0,0,0,0
14-01-24 22:35,4016,L51195,1,302.1,310.9,1477,41.4,184,0,0,0,0,0,0
14-01-24 22:40,4017,L51196,1,302.1,310.9,1658,30.3,186,0,0,0,0,0,0
14-01-24 22:45,4018,L51197,1,302,310.8,1902,23.4,188,0,0,0,0,0,0
14-01-24 22:50,4019,M18878,2,302,310.8,1783,23.1,190,0,0,0,0,0,0
14-01-24 22:55,4020,M18879,2,302,310.9,1558,45.3,193,0,0,0,0,0,0
14-01-24 23:00,4021,L51200,1,302.1,311,1351,49.5,196,0,0,0,0,0,0
14-01-24 23:05,4022,H33435,3,302.1,310.9,1452,42.5,198,0,0,0,0,0,0
14-01-24 23:10,4023,L51202,1,302.1,310.9,1666,30.7,203,0,0,0,0,0,0
14-01-24 23:15,4024,L51203,1,302.1,311,1364,50,205,0,0,0,0,0,0
14-01-24 23:20,4025,M18884,2,302.1,311,1351,60.3,207,1,0,0,0,1,0
14-01-24 23:25,4026,H33439,3,302.1,311,1729,26.1,210,0,0,0,0,0,0
14-01-24 23:30,4027,M18886,2,302.1,311,1574,34.1,215,0,0,0,0,0,0
14-01-24 23:35,4028,L51207,1,302,311,1566,37.8,218,0,0,0,0,0,0
14-01-24 23:40,4029,L51208,1,302,310.9,1455,43.2,220,0,0,0,0,0,0
14-01-24 23:45,4030,H33443,3,302,310.9,1679,29,222,0,0,0,0,0,0
14-01-24 23:50,4031,L51210,1,302,310.8,2143,17.3,227,0,0,0,0,0,0
14-01-24 23:55,4032,L51211,1,302,310.8,1447,42.7,229,0,0,0,0,0,0
15-01-24 0:00,4033,L51212,1,302,310.8,1383,50.3,231,1,0,0,0,1,0
15-01-24 0:05,4034,L51213,1,302.1,310.8,1772,27.1,233,0,0,0,0,0,0
15-01-24 0:10,4035,L51214,1,302,310.8,1615,29,235,1,1,0,0,0,0
15-01-24 0:15,4036,L51215,1,302,310.8,1454,36.6,0,0,0,0,0,0,0
15-01-24 0:20,4037,L51216,1,302,310.8,1445,49.1,2,0,0,0,0,0,0
15-01-24 0:25,4038,M18897,2,302,310.8,1609,35.2,4,0,0,0,0,0,0
15-01-24 0:30,4039,L51218,1,302,310.9,1546,34.4,7,0,0,0,0,0,0
15-01-24 0:35,4040,L51219,1,301.9,310.8,1567,39.3,9,0,0,0,0,0,0
15-01-24 0:40,4041,L51220,1,302,310.8,1767,27.4,11,0,0,0,0,0,0
15-01-24 0:45,4042,L51221,1,302,310.9,1539,34.2,13,0,0,0,0,0,0
15-01-24 0:50,4043,L51222,1,302,310.9,1564,39,15,0,0,0,0,0,0
15-01-24 0:55,4044,M18903,2,302,310.8,1445,46.3,17,0,0,0,0,0,0
15-01-24 1:00,4045,M18904,2,301.9,310.9,1419,47.7,20,1,0,0,0,0,0
15-01-24 1:05,4046,M18905,2,301.8,310.9,1881,20.9,23,0,0,0,0,0,0
15-01-24 1:10,4047,M18906,2,301.9,310.9,1421,46.2,26,0,0,0,0,0,0
15-01-24 1:15,4048,L51227,1,301.9,311,1455,46,29,0,0,0,0,0,0
15-01-24 1:20,4049,L51228,1,301.9,311,2691,12.1,31,1,0,0,1,0,0
15-01-24 1:25,4050,L51229,1,301.8,310.8,1505,41.2,33,0,0,0,0,0,0
15-01-24 1:30,4051,L51230,1,301.8,310.8,1456,46.6,35,0,0,0,0,0,0
15-01-24 1:35,4052,L51231,1,301.8,310.8,1383,46.4,37,0,0,0,0,0,0
15-01-24 1:40,4053,M18912,2,301.9,310.8,1563,39.2,39,0,0,0,0,0,0
15-01-24 1:45,4054,M18913,2,301.9,310.9,2305,16.1,42,0,0,0,0,0,0
15-01-24 1:50,4055,M18914,2,301.9,310.9,1456,43.6,45,0,0,0,0,0,0
15-01-24 1:55,4056,L51235,1,302,311,1865,22.7,48,0,0,0,0,0,0
15-01-24 2:00,4057,L51236,1,301.9,310.9,1597,36.9,50,0,0,0,0,0,0
15-01-24 2:05,4058,L51237,1,302,310.9,1495,38.6,52,0,0,0,0,0,0
15-01-24 2:10,4059,M18918,2,302,310.9,1456,47.2,54,0,0,0,0,0,0
15-01-24 2:15,4060,L51239,1,301.9,310.8,1465,44.3,57,0,0,0,0,0,0
15-01-24 2:20,4061,M18920,2,302,310.9,1352,55.5,59,0,0,0,0,0,0
15-01-24 2:25,4062,L51241,1,301.9,310.8,1906,21.7,62,0,0,0,0,0,0
15-01-24 2:30,4063,L51242,1,302,310.9,1446,44,64,0,0,0,0,0,0
15-01-24 2:35,4064,L51243,1,302,310.8,1948,19.7,66,0,0,0,0,0,0
15-01-24 2:40,4065,L51244,1,301.9,310.7,1480,47.1,68,0,0,0,0,0,0
15-01-24 2:45,4066,M18925,2,301.9,310.7,1511,37.6,70,0,0,0,0,0,0
15-01-24 2:50,4067,M18926,2,301.9,310.7,1472,47,73,0,0,0,0,0,0
15-01-24 2:55,4068,L51247,1,301.9,310.7,1429,51,76,0,0,0,0,0,0
15-01-24 3:00,4069,L51248,1,301.9,310.7,1405,48.8,78,0,0,0,0,0,0
15-01-24 3:05,4070,M18929,2,301.9,310.7,1405,47.9,80,0,0,0,0,0,0
15-01-24 3:10,4071,L51250,1,302,310.7,1348,58.1,83,0,0,0,0,0,0
15-01-24 3:15,4072,L51251,1,301.9,310.6,1331,68.6,85,1,0,0,1,0,0
15-01-24 3:20,4073,L51252,1,301.9,310.6,1610,33.4,87,0,0,0,0,0,0
15-01-24 3:25,4074,M18933,2,301.9,310.6,1412,46.5,89,0,0,0,0,0,0
15-01-24 3:30,4075,L51254,1,302,310.7,1453,42.7,92,0,0,0,0,0,0
15-01-24 3:35,4076,L51255,1,302,310.6,1583,38.9,94,0,0,0,0,0,0
15-01-24 3:40,4077,M18936,2,302,310.6,1539,37.4,96,0,0,0,0,0,0
15-01-24 3:45,4078,L51257,1,302,310.5,1635,39.8,99,0,0,0,0,0,0
15-01-24 3:50,4079,H33492,3,302.1,310.7,1294,62.4,101,1,0,1,0,0,0
15-01-24 3:55,4080,L51259,1,302,310.5,1978,22,106,0,0,0,0,0,0
15-01-24 4:00,4081,L51260,1,302,310.4,1357,58,108,1,0,1,0,0,0
15-01-24 4:05,4082,L51261,1,302,310.4,1336,58.2,110,1,0,1,0,0,0
15-01-24 4:10,4083,L51262,1,302,310.4,1568,39.2,112,0,0,0,0,0,0
15-01-24 4:15,4084,M18943,2,302,310.4,1567,36.4,114,0,0,0,0,0,0
15-01-24 4:20,4085,L51264,1,302,310.4,1611,35.6,117,0,0,0,0,0,0
15-01-24 4:25,4086,H33499,3,302,310.5,1841,23.6,119,0,0,0,0,0,0
15-01-24 4:30,4087,L51266,1,302,310.5,1567,36.1,124,0,0,0,0,0,0
15-01-24 4:35,4088,L51267,1,301.9,310.4,1376,54.9,126,1,0,1,0,0,0
15-01-24 4:40,4089,L51268,1,301.9,310.5,1477,42.4,128,0,0,0,0,0,0
15-01-24 4:45,4090,M18949,2,301.9,310.5,1590,40.3,130,0,0,0,0,0,0
15-01-24 4:50,4091,L51270,1,302,310.5,2197,15.8,133,0,0,0,0,0,0
15-01-24 4:55,4092,M18951,2,302,310.4,1595,32.9,135,0,0,0,0,0,0
15-01-24 5:00,4093,H33506,3,302,310.5,1812,24.4,138,0,0,0,0,0,0
15-01-24 5:05,4094,M18953,2,302,310.5,1573,32.1,143,0,0,0,0,0,0
15-01-24 5:10,4095,L51274,1,302,310.5,1651,30.9,146,0,0,0,0,0,0
15-01-24 5:15,4096,H33509,3,302,310.5,1459,43.2,148,0,0,0,0,0,0
15-01-24 5:20,4097,L51276,1,301.9,310.4,1370,51.7,153,1,0,1,0,0,0
15-01-24 5:25,4098,L51277,1,301.9,310.4,1518,34.1,155,0,0,0,0,0,0
15-01-24 5:30,4099,L51278,1,302,310.3,1648,29.6,157,0,0,0,0,0,0
15-01-24 5:35,4100,L51279,1,302,310.4,1464,47.2,159,0,0,0,0,0,0
15-01-24 5:40,4101,L51280,1,302,310.4,1895,23.2,161,0,0,0,0,0,0
15-01-24 5:45,4102,L51281,1,301.9,310.4,1884,23.4,163,0,0,0,0,0,0
15-01-24 5:50,4103,L51282,1,302,310.4,1450,46.6,165,0,0,0,0,0,0
15-01-24 5:55,4104,L51283,1,302,310.4,1448,43.4,167,0,0,0,0,0,0
15-01-24 6:00,4105,L51284,1,302.1,310.5,1389,49.6,169,0,0,0,0,0,0
15-01-24 6:05,4106,L51285,1,302,310.6,1583,35.2,171,0,0,0,0,0,0
15-01-24 6:10,4107,L51286,1,301.9,310.5,1425,51.1,173,0,0,0,0,0,0
15-01-24 6:15,4108,L51287,1,302,310.5,1809,27.1,175,0,0,0,0,0,0
15-01-24 6:20,4109,L51288,1,301.9,310.5,1892,21.8,177,0,0,0,0,0,0
15-01-24 6:25,4110,M18969,2,301.9,310.6,1475,47.8,179,0,0,0,0,0,0
15-01-24 6:30,4111,L51290,1,302,310.6,1361,46.7,182,0,0,0,0,0,0
15-01-24 6:35,4112,M18971,2,302,310.6,1563,41,184,0,0,0,0,0,0
15-01-24 6:40,4113,H33526,3,301.9,310.5,1472,39.7,187,0,0,0,0,0,0
15-01-24 6:45,4114,L51293,1,302,310.6,1325,55.3,192,0,0,0,0,0,0
15-01-24 6:50,4115,L51294,1,302,310.6,1358,53.1,194,0,0,0,0,0,0
15-01-24 6:55,4116,H33529,3,302,310.6,1346,54.7,196,0,0,0,0,0,0
15-01-24 7:00,4117,M18976,2,302,310.5,1381,58.4,201,0,0,0,0,0,0
15-01-24 7:05,4118,L51297,1,301.9,310.5,1340,55.7,204,1,0,0,0,1,0
15-01-24 7:10,4119,L51298,1,302,310.6,1366,47.7,206,0,0,0,0,0,0
15-01-24 7:15,4120,L51299,1,302.1,310.7,1325,45.1,208,1,0,1,0,0,0
15-01-24 7:20,4121,M18980,2,302.1,310.7,1376,46.3,210,1,0,1,0,0,0
15-01-24 7:25,4122,M18981,2,302.1,310.7,1364,47.8,213,1,0,1,0,0,0
15-01-24 7:30,4123,L51302,1,302.2,310.6,1462,43.6,0,0,0,0,0,0,0
15-01-24 7:35,4124,M18983,2,302.1,310.6,1517,38.9,2,0,0,0,0,0,0
15-01-24 7:40,4125,L51304,1,302.1,310.6,1385,53.6,5,0,0,0,0,0,0
15-01-24 7:45,4126,L51305,1,302.1,310.6,1439,40,7,0,0,0,0,0,0
15-01-24 7:50,4127,M18986,2,302,310.6,1623,34.3,9,0,0,0,0,0,0
15-01-24 7:55,4128,H33541,3,302,310.6,1438,43.2,12,0,0,0,0,0,0
15-01-24 8:00,4129,L51308,1,301.9,310.4,1708,24.8,17,0,0,0,0,0,0
15-01-24 8:05,4130,M18989,2,301.8,310.3,1666,32.7,19,0,0,0,0,0,0
15-01-24 8:10,4131,L51310,1,301.9,310.4,1286,62.8,22,1,0,1,0,0,0
15-01-24 8:15,4132,L51311,1,301.9,310.3,1485,46.3,24,0,0,0,0,0,0
15-01-24 8:20,4133,M18992,2,301.8,310.3,1409,52.5,26,0,0,0,0,0,0
15-01-24 8:25,4134,L51313,1,301.8,310.3,1765,27.3,29,0,0,0,0,0,0
15-01-24 8:30,4135,L51314,1,301.8,310.3,1688,28.8,31,0,0,0,0,0,0
15-01-24 8:35,4136,M18995,2,301.7,310.3,1787,26.7,33,0,0,0,0,0,0
15-01-24 8:40,4137,L51316,1,301.7,310.1,1487,48,36,0,0,0,0,0,0
15-01-24 8:45,4138,L51317,1,301.7,310.1,1384,50.5,38,0,0,0,0,0,0
15-01-24 8:50,4139,L51318,1,301.7,310.2,1311,57.4,40,1,0,1,0,0,0
15-01-24 8:55,4140,H33553,3,301.7,310.2,1620,30.8,42,0,0,0,0,0,0
15-01-24 9:00,4141,L51320,1,301.7,310.2,1331,61.2,47,1,0,1,0,0,0
15-01-24 9:05,4142,H33555,3,301.7,310.1,1462,38.3,49,0,0,0,0,0,0
15-01-24 9:10,4143,L51322,1,301.7,310.1,1424,50.2,54,0,0,0,0,0,0
15-01-24 9:15,4144,L51323,1,301.7,310.1,1500,39.6,56,0,0,0,0,0,0
15-01-24 9:20,4145,L51324,1,301.8,310.1,1738,28,58,0,0,0,0,0,0
15-01-24 9:25,4146,M19005,2,301.8,310.3,1465,46.5,60,0,0,0,0,0,0
15-01-24 9:30,4147,L51326,1,301.8,310.3,1482,41.4,63,0,0,0,0,0,0
15-01-24 9:35,4148,L51327,1,301.9,310.3,1398,44,65,0,0,0,0,0,0
15-01-24 9:40,4149,L51328,1,301.9,310.3,1972,21.3,67,0,0,0,0,0,0
15-01-24 9:45,4150,L51329,1,301.9,310.4,1603,37.6,69,0,0,0,0,0,0
15-01-24 9:50,4151,L51330,1,301.9,310.4,1610,34.8,71,0,0,0,0,0,0
15-01-24 9:55,4152,M19011,2,301.9,310.4,1373,48,73,1,0,1,0,0,0
15-01-24 10:00,4153,M19012,2,302,310.5,1425,44.7,76,0,0,0,0,0,0
15-01-24 10:05,4154,M19013,2,302,310.4,1212,55.6,79,1,0,1,0,0,0
15-01-24 10:10,4155,M19014,2,302,310.4,1828,26.3,82,0,0,0,0,0,0
15-01-24 10:15,4156,L51335,1,302,310.5,1370,44.4,85,1,0,1,0,0,0
15-01-24 10:20,4157,M19016,2,302,310.5,1823,25.1,87,0,0,0,0,0,0
15-01-24 10:25,4158,L51337,1,302,310.5,1263,60.6,90,1,0,1,0,0,0
15-01-24 10:30,4159,L51338,1,301.9,310.4,1889,21.5,92,0,0,0,0,0,0
15-01-24 10:35,4160,M19019,2,302,310.5,1639,32.9,94,0,0,0,0,0,0
15-01-24 10:40,4161,M19020,2,302,310.4,1608,33.1,97,0,0,0,0,0,0
15-01-24 10:45,4162,H33575,3,301.9,310.3,1653,32.4,100,0,0,0,0,0,0
15-01-24 10:50,4163,L51342,1,302,310.4,1591,29.8,105,0,0,0,0,0,0
15-01-24 10:55,4164,L51343,1,302.1,310.5,1696,30.9,107,0,0,0,0,0,0
